,Player,Year,Club,Position,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%
6307,Marc Burch,2012,SEA,D,29,19,1824,0,3,8,1,0,0/0,0,0,0.0,0.0
6308,Ned Grabavoy,2012,RSL,M,26,22,1946,0,3,10,5,0,0/0,0,0,0.0,0.0
6309,Chris Korb,2012,DC,D,26,22,2051,0,3,6,2,0,0/0,0,0,0.0,0.0
6310,Connor Lade,2012,NY,D,26,22,2088,0,3,8,2,0,0/0,0,0,0.0,0.0
6311,Brian Ownby,2012,HOU,M,7,0,115,0,2,5,2,0,0/0,0,0,0.0,0.0
6312,Roger Torres,2012,PHI,M,10,1,181,0,2,0,0,0,0/0,0,0,0.0,0.0
6313,Tristan Bowen,2012,CHV,F,5,3,248,0,2,7,3,0,0/0,0,0,0.0,0.0
6314,Nick Soolsma,2012,TOR,F,9,3,324,0,2,6,1,0,0/0,0,0,0.0,0.0
6315,Miguel Aceval,2012,TOR,D,5,5,416,0,2,3,0,0,0/0,0,0,0.0,0.0
6316,Michael Stephens,2012,LA,M,23,6,724,0,2,3,1,0,0/0,0,0,0.0,0.0
6317,Darren O'Dea,2012,TOR,D,9,9,810,0,2,5,1,0,0/0,0,0,0.0,0.0
6318,Dilly Duka,2012,CLB,M,20,14,1073,0,2,36,6,0,0/0,0,0,0.0,0.0
6319,Geoff Cameron,2012,HOU,D,15,15,1326,0,2,11,1,0,0/0,0,0,0.0,0.0
6320,Ben Zemanski,2012,CHV,M,22,18,1649,0,2,15,6,0,0/0,0,0,0.0,0.0
6321,Adam Johansson,2012,SEA,D,21,21,1834,0,2,0,0,0,0/0,0,0,0.0,0.0
6322,Steven Smith,2012,POR,D,22,22,1875,0,2,5,0,0,0/0,0,0,0.0,0.0
6323,Roger Espinoza,2012,KC,M-D,26,26,2275,0,2,35,9,0,0/0,0,0,0.0,0.0
6324,Chris Wingert,2012,RSL,D,31,30,2603,0,2,8,1,0,0/0,0,0,0.0,0.0
6325,Seth Sinovic,2012,KC,D,30,30,2621,0,2,12,1,0,0/0,0,0,0.0,0.0
6326,Corey Ashe,2012,HOU,M,30,30,2625,0,2,8,1,0,0/0,0,0,0.0,0.0
6327,Matt Besler,2012,KC,D,31,30,2769,0,2,7,1,0,0/0,0,0,0.0,0.0
6328,Richard Eckersley,2012,TOR,D,33,32,2802,0,2,9,0,0,0/0,0,0,0.0,0.0
6329,Tony Beltran,2012,RSL,D,32,32,2857,0,2,12,4,0,0/0,0,0,0.0,0.0
6330,James Riley,2012,CHV,D-F,32,32,2880,0,2,10,0,0,0/0,0,0,0.0,0.0
6331,Adam Cristman,2012,LA,F,2,1,69,0,1,2,0,0,0/0,0,0,0.0,0.0
6332,Matt Stinson,2012,TOR,M,4,1,89,0,1,2,0,0,0/0,0,0,0.0,0.0
6333,Sam Garza,2012,SJ,M,6,0,102,0,1,4,0,0,0/0,0,0,0.0,0.0
6334,Cordell Cato,2012,SEA,M,8,0,117,0,1,3,0,0,0/0,0,0,0.0,0.0
6335,Lloyd Sam,2012,NY,M,5,2,164,0,1,5,1,0,0/0,0,0,0.0,0.0
6336,Stephen King,2012,DC,M,7,1,202,0,1,1,0,0,0/0,0,0,0.0,0.0
6337,Federico Puppo,2012,CHI,F,11,1,216,0,1,3,3,0,0/0,0,0,0.0,0.0
6338,Josh Wolff,2012,DC,F,9,1,223,0,1,3,2,0,0/0,0,0,0.0,0.0
6339,Peterson Joseph,2012,KC,M,10,4,263,0,1,3,0,0,0/0,0,0,0.0,0.0
6340,Aaron Schoenfeld,2012,CLB,F,9,3,298,0,1,6,3,0,0/0,0,0,0.0,0.0
6341,Soony Saad,2012,KC,F,9,2,305,0,1,7,2,0,0/0,0,0,0.0,0.0
6342,Terakazu Tanaka,2012,RSL,D,4,4,325,0,1,0,0,0,0/0,0,0,0.0,0.0
6343,Cesar Romero,2012,CHV,F,12,4,392,0,1,5,0,0,0/0,0,0,0.0,0.0
6344,Blair Gavin,2012,NE,M,11,5,398,0,1,3,2,0,0/0,0,0,0.0,0.0
6345,Omar Salgado,2012,VAN,F,7,5,398,0,1,4,1,0,0/0,0,0,0.0,0.0
6346,Dennis Iapichino,2012,MTL,D,7,5,438,0,1,2,0,0,0/0,0,0,0.0,0.0
6347,Kirk Urso,2012,CLB,M,6,5,453,0,1,5,0,0,0/0,0,0,0.0,0.0
6348,Warren Creavalle,2012,HOU,D,11,5,479,0,1,3,1,0,0/0,0,0,0.0,0.0
6349,Justin Braun,2012,RSL,F,14,6,581,0,1,14,5,0,0/0,0,0,0.0,0.0
6350,Florian Lechner,2012,NE,D,9,7,599,0,1,5,0,0,0/0,0,0,0.0,0.0
6351,Wells Thompson,2012,CHI,D,21,5,664,0,1,11,2,0,0/0,0,0,0.0,0.0
6352,Kofi Sarkodie,2012,HOU,D,10,7,695,0,1,2,0,0,0/0,0,0,0.0,0.0
6353,Teemu Tainio,2012,NY,M,14,9,782,0,1,4,0,0,0/0,0,0,0.0,0.0
6354,Bryan Gaul,2012,LA,D,14,7,800,0,1,4,2,0,0/0,0,0,0.0,0.0
6355,Eric Gehrig,2012,CLB,D,12,8,812,0,1,2,0,0,0/0,0,0,0.0,0.0
6356,Peter Vagenas,2012,CHV,M,13,11,842,0,1,2,1,0,0/0,0,0,0.0,0.0
6357,Nelson Rivas,2012,MTL,D,11,11,858,0,1,8,1,0,0/0,0,0,0.0,0.0
6358,Michael Harrington,2012,KC,D,11,9,877,0,1,0,0,0,0/0,0,0,0.0,0.0
6359,Chris Schuler,2012,RSL,D,13,9,944,0,1,12,1,0,0/0,0,0,0.0,0.0
6360,John Thorrington,2012,VAN,M,19,14,1099,0,1,10,2,0,0/0,0,0,0.0,0.0
6361,Tyson Wahl,2012,COL,D,15,15,1350,0,1,3,1,0,0/0,0,0,0.0,0.0
6362,Raymon Gaddis,2012,PHI,D,18,17,1475,0,1,2,0,0,0/0,0,0,0.0,0.0
6363,Rauwshan McKenzie,2012,CHV,D,20,19,1732,0,1,5,2,0,0/0,0,0,0.0,0.0
6364,Jamison Olave,2012,RSL,D,21,21,1734,0,1,6,0,0,0/0,0,0,0.0,0.0
6365,Dan Gargan,2012,CHI,D-M,22,19,1754,0,1,12,2,0,0/0,0,0,0.0,0.0
6366,Jhon Kennedy Hurtado,2012,SEA,D,22,20,1791,0,1,5,0,0,0/0,0,0,0.0,0.0
6367,Michael Gspurning,2012,SEA,GK,21,21,1845,0,1,0,0,0,0/0,0,0,0.0,0.0
6368,Gabriel Farfan,2012,PHI,M,23,22,1960,0,1,6,1,0,0/0,0,0,0.0,0.0
6369,Jason Hernandez,2012,SJ,D,25,23,2090,0,1,3,0,0,0/0,0,0,0.0,0.0
6370,Hanyer Mosquera,2012,POR,D,26,25,2092,0,1,8,0,0,0/0,0,0,0.0,0.0
6371,Amobi Okugo,2012,PHI,D,27,24,2230,0,1,16,2,0,0/0,0,0,0.0,0.0
6372,Jeb Brovsky,2012,MTL,D,28,25,2233,0,1,10,3,0,0/0,0,0,0.0,0.0
6373,Clyde Simms,2012,NE,M,29,29,2303,0,1,14,4,0,0/0,0,0,0.0,0.0
6374,Stephen McCarthy,2012,NE,D,28,27,2308,0,1,7,3,0,0/0,0,0,0.0,0.0
6375,Luis Zapata,2012,COL,D,27,26,2336,0,1,8,3,0,0/0,0,0,0.0,0.0
6376,Collen Warner,2012,MTL,M,29,27,2431,0,1,32,2,0,0/0,0,0,0.0,0.0
6377,Jeff Parke,2012,SEA,D,30,29,2568,0,1,17,3,0,0/0,0,0,0.0,0.0
6378,Kevin Alston,2012,NE,D,31,31,2623,0,1,13,2,0,0/0,0,0,0.0,0.0
6379,Sean Johnson,2012,CHI,GK,31,31,2766,0,1,0,0,0,0/0,0,0,0.0,0.0
6380,Perry Kitchen,2012,DC,M,32,32,2804,0,1,12,0,0,0/0,0,0,0.0,0.0
6381,Andy Gruenebaum,2012,CLB,GK,33,33,2920,0,1,0,0,0,0/0,0,0,0.0,0.0
6382,Aaron Horton,2012,CLB,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6383,Alex Lee,2012,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6384,Amadou Sanyang,2012,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6385,Andrew Duran,2012,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6386,Andrew Dykstra,2012,DC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6387,Anthony Ampaipitakwong,2012,SJ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6388,Anthony Wallace,2012,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6389,Aubrey Perry,2012,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6390,Babayele Sodade,2012,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6391,Birahim Diop,2012,KC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6392,Brian Rowe,2012,LA,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6393,Brian Sylvestre,2012,VAN,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6394,Bryan Arguez,2012,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6395,Bryce Alderson,2012,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6396,Charles Renken,2012,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6397,Chris Estridge,2012,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6398,Chris Taylor,2012,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6399,Cody Arnoux,2012,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6400,Colin Rolfe,2012,HOU,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6401,Conor Shanosky,2012,DC,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6402,Corey Hertzog,2012,NY,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6403,Cyprian Hedrick,2012,KC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6404,Daniel Steres,2012,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6405,Digao,2012,NY,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6406,Diogo de Almeida,2012,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6407,Eddie Ababio,2012,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6408,Eddie Johnson,2012,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6409,Eduardo Fernandez,2012,RSL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6410,Ellis McLoughlin,2012,SJ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6411,Enzo Martinez,2012,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6412,Eric Kronberg,2012,KC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6413,Erich Marscheider,2012,HOU,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6414,Ethan White,2012,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6415,Evan James,2012,MTL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6416,Evan Newton,2012,SJ,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6417,Gienir Garcia,2012,MTL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6418,Greg Jordan,2012,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6419,Greg Klazura,2012,VAN,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6420,Ian Hogg,2012,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6421,Ian Joyce,2012,COL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6422,Jacob Hustedt,2012,SJ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6423,Jake Gleeson,2012,POR,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6424,Jay Nolly,2012,CHI,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6425,Jeremy Vuolo,2012,NY,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6426,Joey Gjertsen,2012,SJ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6427,Jon Kempin,2012,KC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6428,Jose Adolfo Valencia,2012,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6429,Jose Angulo,2012,NY,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6430,Josh Ford,2012,SEA,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6431,Josh Janniere,2012,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6432,Josh Suggs,2012,SJ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6433,Josue Soto,2012,HOU,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6434,Kellen Gulley,2012,CHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6435,Kevin Ellis,2012,KC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6436,Kheli Dube,2012,CHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6437,Kohei Yamada,2012,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6438,Korey Veeder,2012,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6439,Krystian Witkowski,2012,PHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6440,Kurt Morsink,2012,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6441,Kyle Miller,2012,KC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6442,Lance Rozeboom,2012,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6443,Leonardo,2012,LA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6444,Leone Cruz,2012,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6445,Marcus Hahnemann,2012,SEA,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6446,Marcus Tracy,2012,SJ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6447,Marvin Iraheta,2012,CHV,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6448,Matias Jara,2012,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6449,Michael Boxall,2012,VAN,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6450,Michael Roach,2012,NE,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6451,Michael Tetteh,2012,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6452,Moises Hernandez,2012,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6453,Nicholas Lindsay,2012,TOR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6454,Nico Muniz,2012,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6455,O'Brian White,2012,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6456,Oscar Cordon,2012,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6457,Oscar Recio,2012,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6458,Pari Pantazopoulos,2012,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6459,Patrick McLain,2012,CHV,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6460,Quillan Roberts,2012,TOR,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6461,Raphael Augusto,2012,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6462,Rich Balchan,2012,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6463,Richard Sanchez,2012,DAL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6464,Ryan Kawulok,2012,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6465,Ryan Maduro,2012,NY,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6466,Scott Angevine,2012,KC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6467,Sebastian Rincon,2012,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6468,Shawn Singh,2012,KC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6469,Stefan Frei,2012,TOR,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6470,Steven Emory,2012,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6471,Steven Kinney,2012,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6472,Tiago Ulisses,2012,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6473,Tim Murray,2012,NE,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6474,Tim Ward,2012,SJ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6475,Tony Walls,2012,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6476,Victor Pineda,2012,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6477,Victor Ulloa,2012,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6478,William Hesmer,2012,CLB,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6479,Zak Boggs,2012,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
6480,Konrad Warzycha,2012,KC,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0
6481,Davy Armstrong,2012,COL,M,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0
6482,Dom Dwyer,2012,KC,F,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0
6483,Shane O'Neill,2012,COL,D,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0
6484,Zach Pfeffer,2012,PHI,M,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0
6485,Rafael Garcia,2012,LA,M,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0
6486,Tommy Heinemann,2012,CLB,F,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0
6487,Jack McBean,2012,LA,F,1,0,8,0,0,0,0,0,0/0,0,0,0.0,0.0
6488,Jean-Marc Alexandre,2012,SJ,F,2,0,8,0,0,0,0,0,0/0,0,0,0.0,0.0
6489,Floyd Franks,2012,VAN,M,2,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0
6490,Keith Makubuya,2012,TOR,F,1,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0
6491,Junior Burgos,2012,TOR,M,2,0,11,0,0,2,1,0,0/0,0,0,0.0,0.0
6492,Sainey Nyassi,2012,NE,M,1,0,11,0,0,0,0,0,0/0,0,0,0.0,0.0
6493,Etienne Barbara,2012,VAN,F,2,0,13,0,0,0,0,0,0/0,0,0,0.0,0.0
6494,Luke Sassano,2012,KC,D,1,0,14,0,0,1,0,0,0/0,0,0,0.0,0.0
6495,Caleb Clarke,2012,VAN,F,2,0,15,0,0,0,0,0,0/0,0,0,0.0,0.0
6496,Luis Perea,2012,DAL,D,2,0,15,0,0,0,0,0,0/0,0,0,0.0,0.0
6497,Jhonny Arteaga,2012,NY,F,5,0,17,0,0,0,0,0,0/0,0,0,0.0,0.0
6498,Jimmy McLaughlin,2012,PHI,M,1,0,17,0,0,0,0,0,0/0,0,0,0.0,0.0
6499,Marky Delgado,2012,CHV,M,1,0,17,0,0,1,0,0,0/0,0,0,0.0,0.0
6500,Korede Aiyegbusi,2012,KC,D,1,0,19,0,0,1,0,0,0/0,0,0,0.0,0.0
6501,Harrison Henao,2012,COL,M,1,0,22,0,0,0,0,0,0/0,0,0,0.0,0.0
6502,Scott Gordon,2012,CHV,D,3,0,23,0,0,0,0,0,0/0,0,0,0.0,0.0
6503,Greg Sutton,2012,MTL,GK,1,0,24,0,0,0,0,0,0/0,0,0,0.0,0.0
6504,Corben Bone,2012,CHI,M,2,0,26,0,0,0,0,0,0/0,0,0,0.0,0.0
6505,Cristhian Hernandez,2012,PHI,F,2,0,26,0,0,1,0,0,0/0,0,0,0.0,0.0
6506,David Viana,2012,RSL,M,2,0,27,0,0,1,0,0,0/0,0,0,0.0,0.0
6507,Cesar Diaz Pizarro,2012,SJ,F,1,0,29,0,0,0,0,0,0/0,0,0,0.0,0.0
6508,Tyler Polak,2012,NE,D,1,0,30,0,0,0,0,0,0/0,0,0,0.0,0.0
6509,Jeremiah White,2012,NE,M,2,0,31,0,0,1,0,0,0/0,0,0,0.0,0.0
6510,Bjorn Runstrom,2012,NE,F,3,0,32,0,0,0,0,0,0/0,0,0,0.0,0.0
6511,Mario Martinez,2012,SEA,M,3,0,40,0,0,1,0,0,0/0,0,0,0.0,0.0
6512,Michael Videira,2012,CHI,M,3,0,40,0,0,0,0,0,0/0,0,0,0.0,0.0
6513,Guillermo Franco,2012,CHI,F,3,0,43,0,0,1,0,0,0/0,0,0,0.0,0.0
6514,Kenney Walker,2012,LA,M,1,1,45,0,0,0,0,0,0/0,0,0,0.0,0.0
6515,Hunter Jumper,2012,CHI,D,5,0,48,0,0,0,0,0,0/0,0,0,0.0,0.0
6516,Mike Seamon,2012,SEA,M-F,1,0,50,0,0,0,0,0,0/0,0,0,0.0,0.0
6517,Ben Speas,2012,CLB,M,1,1,64,0,0,3,1,0,0/0,0,0,0.0,0.0
6518,Karl Ouimette,2012,MTL,D,2,0,66,0,0,0,0,0,0/0,0,0,0.0,0.0
6519,Jed Zayner,2012,SJ,D,1,1,72,0,0,0,0,0,0/0,0,0,0.0,0.0
6520,Jonathan Borrajo,2012,NY,D,1,0,74,0,0,0,0,0,0/0,0,0,0.0,0.0
6521,Brad Ring,2012,SJ,D,2,1,76,0,0,0,0,0,0/0,0,0,0.0,0.0
6522,Ross LaBauex,2012,COL,M,2,1,79,0,0,0,0,0,0/0,0,0,0.0,0.0
6523,Dicoy Williams,2012,TOR,D,2,1,86,0,0,0,0,0,0/0,0,0,0.0,0.0
6524,Freddie Braun,2012,POR,M,3,0,86,0,0,1,0,0,0/0,0,0,0.0,0.0
6525,Sercan Guvenisik,2012,SJ,F,5,1,87,0,0,3,0,0,0/0,0,0,0.0,0.0
6526,Christian Sivebaek,2012,SEA,M,3,1,88,0,0,0,0,0,0/0,0,0,0.0,0.0
6527,Bakary Soumare,2012,PHI,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
6528,Chase Harrison,2012,PHI,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
6529,Chris Konopka,2012,PHI,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
6530,Christopher Klute,2012,COL,D,1,1,90,0,0,1,1,0,0/0,0,0,0.0,0.0
6531,Dan Keat,2012,LA,M,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
6532,Evan Bush,2012,MTL,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
6533,Tyler Deric,2012,HOU,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
6534,Neven Markovic,2012,KC,D,2,1,96,0,0,1,0,0,0/0,0,0,0.0,0.0
6535,Alex Dixon,2012,HOU,M,4,1,114,0,0,1,1,0,0/0,0,0,0.0,0.0
6536,Miguel Montano,2012,MTL,F,3,1,115,0,0,7,1,0,0/0,0,0,0.0,0.0
6537,Scott Palguta,2012,COL,D,2,1,116,0,0,0,0,0,0/0,0,0,0.0,0.0
6538,Russell Teibert,2012,VAN,F-M,4,1,117,0,0,0,0,0,0/0,0,0,0.0,0.0
6539,Eduardo Sebrango,2012,MTL,F,7,1,120,0,0,0,0,0,0/0,0,0,0.0,0.0
6540,Alec Purdie,2012,NE,F,5,1,123,0,0,1,1,0,0/0,0,0,0.0,0.0
6541,Matt Lampson,2012,CLB,GK,3,1,140,0,0,0,0,0,0/0,0,0,0.0,0.0
6542,Michael Nanchoff,2012,VAN,M,9,1,145,0,0,2,0,0,0/0,0,0,0.0,0.0
6543,Juan Toja,2012,NE,M,5,0,148,0,0,3,1,0,0/0,0,0,0.0,0.0
6544,Giles Barnes,2012,HOU,M,4,1,149,0,0,6,1,0,0/0,0,0,0.0,0.0
6545,Pablo Mastroeni,2012,COL,M,2,2,150,0,0,0,0,0,0/0,0,0,0.0,0.0
6546,John Lozano,2012,NE,D,2,2,155,0,0,0,0,0,0/0,0,0,0.0,0.0
6547,Bruno Guarda,2012,DAL,M,4,1,169,0,0,1,1,0,0/0,0,0,0.0,0.0
6548,Andrew Boyens,2012,LA,D,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0
6549,Carlyle Mitchell,2012,VAN,D,2,2,180,0,0,1,0,0,0/0,0,0,0.0,0.0
6550,Tim Melia,2012,CHV,GK,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0
6551,Roger Levesque,2012,SEA,M,4,2,183,0,0,2,1,0,0/0,0,0,0.0,0.0
6552,Steve Purdy,2012,POR,D,3,3,188,0,0,2,0,0,0/0,0,0,0.0,0.0
6553,Kyle Nakazawa,2012,LA,M,5,2,193,0,0,3,1,0,0/0,0,0,0.0,0.0
6554,Brent Richards,2012,POR,F,6,2,201,0,0,5,1,0,0/0,0,0,0.0,0.0
6555,Steward Ceus,2012,COL,GK,3,2,201,0,0,0,0,0,0/0,0,0,0.0,0.0
6556,Chandler Hoffman,2012,PHI,F,7,2,204,0,0,2,0,0,0/0,0,0,0.0,0.0
6557,Kai Herdling,2012,PHI,M-F,4,3,212,0,0,6,0,0,0/0,0,0,0.0,0.0
6558,Orr Barouch,2012,CHI,F,9,1,224,0,0,4,1,0,0/0,0,0,0.0,0.0
6559,Andrew Weber,2012,SEA,GK,3,3,225,0,0,0,0,0,0/0,0,0,0.0,0.0
6560,David Bingham,2012,SJ,GK,3,2,225,0,0,0,0,0,0/0,0,0,0.0,0.0
6561,Servando Carrasco,2012,SEA,M,9,2,235,0,0,1,0,0,0/0,0,0,0.0,0.0
6562,Chris Albright,2012,PHI,D,8,3,246,0,0,1,1,0,0/0,0,0,0.0,0.0
6563,Atiba Harris,2012,VAN,F,7,3,253,0,0,1,0,0,0/0,0,0,0.0,0.0
6564,Cam Weaver,2012,HOU,F,9,2,253,0,0,9,4,0,0/0,0,0,0.0,0.0
6565,Bobby Burling,2012,CHV,D,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0
6566,Cory Gibbs,2012,CHI,D,3,3,270,0,0,2,0,0,0/0,0,0,0.0,0.0
6567,Kyle Reynish,2012,RSL,GK,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0
6568,Paolo Tornaghi,2012,CHI,GK,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0
6569,Calum Mallace,2012,MTL,M,4,4,289,0,0,3,1,0,0/0,0,0,0.0,0.0
6570,Bobby Warshaw,2012,DAL,D,6,2,298,0,0,2,1,0,0/0,0,0,0.0,0.0
